N,P,K,temperature,humidity,ph,rainfall,elevation,slope,aspect,water_holding_capacity,wind_speed,solar_radiation,soil_texture,ec,zn,label
100,8,99,-4.522913354,66.36269068,0.410226957,319.3391628,1724.068908,87.92596121,East,70.03702889,90.4479473,729.9313197,Silt,0.899526689,4.331311201,Barley
42,42,2,43.28849993,20.2276701,3.810194774,388.3633389,4057.364037,10.09776569,East,85.84214253,60.34628801,953.7180865,Silt,0.825880073,6.79300673,Cotton
97,23,35,40.07819276,57.86408915,10.41181596,89.9116219,4533.352076,18.05542014,East,91.11163684,29.24591262,892.8621643,Sandy,0.306882797,58.85383674,Potatoes
91,63,55,41.01210491,65.68125841,12.63975192,348.7184695,4609.791637,55.96432815,East,0.547686885,80.42453359,440.9308097,Sandy,0.024155797,92.11379975,Corn
25,2,80,7.132868602,18.70567315,5.655046699,78.8705742,1013.755236,3.472145676,West,48.41375612,21.76601979,22.02991606,Clay,0.923829945,38.29883634,Soybeans
63,73,98,4.772611479,85.14690205,1.713552838,10.14419414,4.785521398,71.29356943,North,98.19950151,67.57490185,721.3958241,Silt,0.128808018,40.93023395,Barley
59,96,80,34.48006212,66.53638162,13.86752918,2.142169802,2034.225909,69.35916017,North,34.80065473,34.40941501,976.7805328,Silt,0.3920234,17.1996096,Rice
84,37,52,15.21164238,46.48509147,7.18733974,241.6736756,3213.260566,6.020230655,South,3.603188768,58.46479622,691.0103209,Sandy,0.178276901,27.09254893,Cotton
36,5,96,-3.234006996,95.17724313,2.391917609,104.8584791,4941.748495,9.396859559,North,16.49693371,14.76781589,131.1227257,Sandy,0.398818584,4.396288181,Rice
2,33,17,24.76670323,89.51790824,0.005469038,57.44547334,2246.758182,72.49746687,North,83.75955745,20.38203662,322.4403988,Silt,0.796644322,37.27268831,Corn
30,5,87,-7.046267227,37.62309521,10.98915493,221.2308908,1566.178745,16.19806051,East,77.16284672,54.13468892,181.6021711,Clay,0.124156313,69.6693539,Barley
89,7,74,-0.251654549,62.15989739,7.227962812,25.57178381,2432.323726,37.29895329,East,26.83220194,53.78685005,355.6649551,Silt,0.832225361,7.21215854,Cotton
79,50,43,12.34968495,30.3453123,13.40446054,252.8286903,4059.909159,21.34990974,South,58.75830518,79.50996585,729.1324444,Sandy,0.210933197,40.69972596,Soybeans
41,13,44,-0.845863968,0.889362263,3.634758252,169.7760523,2696.171147,49.13447981,South,13.89224996,99.92548276,687.7819023,Silt,0.607347756,32.79209059,Corn
100,27,26,8.325422898,62.34947202,3.78834802,214.2825851,2651.23051,60.11234486,West,28.55787574,38.35505955,411.729244,Loamy,0.468319002,15.54528094,Corn
71,47,63,37.43313417,39.55367373,10.45725775,271.3396886,1928.945944,48.25754364,East,92.02360454,99.23430967,741.4388372,Sandy,0.017689363,71.06251286,Wheat
23,95,85,-6.925873678,90.67247269,11.15539216,196.2485425,1139.722335,31.01538798,West,7.742796252,28.07691841,328.603712,Silt,0.02813408,39.13182895,Soybeans
33,79,83,1.233448853,80.87736518,13.73576929,70.74160945,3619.069049,4.882066845,North,90.54637351,51.9680068,868.6651271,Loamy,0.569891668,20.92845813,Cotton
89,52,9,10.09495207,48.52652526,7.257630806,279.2513629,2597.632091,43.50474657,West,43.00208254,32.1302243,655.8334779,Sandy,0.106786883,34.13373279,Corn
39,65,36,22.98966601,60.91652155,2.919536352,369.2713922,489.2751644,89.35877725,North,34.46625265,46.43408254,435.0399162,Silt,0.085790096,12.71931972,Barley
88,29,42,22.53986639,74.14503005,12.73186885,193.0607136,2054.587289,31.65802265,West,15.03049899,97.38797926,857.6842143,Clay,0.005704352,39.43536816,Potatoes
65,84,36,8.04583719,6.092997288,0.602239781,195.927395,2358.790261,83.58802696,South,36.5511445,63.86800844,461.1956411,Loamy,0.965095482,71.8444365,Wheat
38,51,38,11.83323898,2.175159629,0.670294432,242.0969172,1877.943011,21.49323582,West,45.78657996,96.00712901,446.4890325,Clay,0.902957354,68.74624255,Barley
98,59,0,24.79592619,10.93007084,6.508580005,370.4289997,4468.201858,9.562419978,North,46.39042832,54.7393497,322.8439747,Sandy,0.438389719,41.73016192,Wheat
40,30,29,4.961235806,89.06757577,2.872091877,470.0035825,4784.161007,62.17488346,South,44.00090356,80.47200903,587.9007101,Silt,0.511543071,38.80640608,Wheat
61,10,71,12.908111,98.29256246,8.782185349,274.0657821,4922.9332,43.96804185,North,68.27151634,48.92450988,57.54229642,Clay,0.1065878,56.80239321,Rice
89,4,14,3.700963836,53.26998517,2.648132343,481.0564855,108.9800616,17.06151829,West,19.82598997,82.01597068,359.2641227,Clay,0.151014243,75.35642968,Wheat
27,1,75,43.1281329,10.67536186,6.434892014,339.5498255,397.1798373,22.64428553,West,4.473551693,31.69727903,439.4162787,Loamy,0.710221781,40.12937449,Potatoes
61,98,85,-2.654634358,90.38535658,6.343687556,21.50155635,4047.361073,16.91015401,West,24.37150342,5.837440437,267.023803,Silt,0.067011058,5.696846839,Wheat
52,69,4,-4.431594161,96.386993,9.141714358,365.7598684,331.722762,57.69141222,West,56.30877204,99.55098008,478.9197994,Sandy,0.268327008,38.01049298,Corn
12,97,19,18.62721214,36.71468212,3.335683635,439.9059643,4478.50974,25.6396227,South,66.21439074,3.463392407,265.965268,Silt,0.812734573,42.19887076,Corn
48,29,16,35.32018643,74.07813769,2.134420601,135.6073244,1686.641575,70.69699646,East,96.78654326,51.66586832,935.346974,Loamy,0.138540729,34.85479248,Wheat
45,88,12,-3.771377452,53.33772225,0.855541591,3.402484087,2772.323889,72.66987602,West,18.57974913,31.75322893,65.48864044,Silt,0.679197288,24.36818527,Barley
93,84,11,37.84486984,29.98015839,9.792305138,172.0153731,3154.026512,22.73455935,South,71.05236681,78.97887144,440.7076135,Silt,0.118232929,9.545347073,Potatoes
36,25,73,28.50252968,17.60452716,1.462602914,251.8381973,1223.529165,7.367268943,South,59.54676831,8.129709576,969.9583798,Silt,0.756113963,4.821550941,Corn
6,82,40,17.13899569,84.13022655,0.761509951,438.8239383,2824.410525,56.65009807,East,20.61129714,31.73405737,334.140062,Silt,0.31386509,10.63859919,Soybeans
92,2,16,2.349545658,74.83440407,12.64387165,328.3755527,4340.834995,56.88297508,West,36.95140066,88.80204364,319.7424106,Loamy,0.214568446,73.4803597,Corn
20,8,85,35.82311785,84.0483351,13.79125133,402.2703663,154.6596782,82.37775331,East,42.95766609,45.1805214,642.6205707,Clay,0.178349749,2.490977233,Wheat
24,0,39,32.8388334,78.22377841,7.740005492,428.7862836,4904.971512,56.64345611,West,59.73978487,5.031669464,995.4178241,Sandy,0.373107045,50.35890912,Rice
4,42,39,-1.616460125,56.14835435,2.264235876,451.3150634,4396.892458,19.86355407,East,34.75723127,8.503631521,684.5758772,Clay,0.367782659,28.24591204,Rice
84,58,22,34.16342124,98.03090201,11.55846368,38.18458784,4172.375967,32.75137162,West,98.68684042,59.95706571,49.44387934,Clay,0.877761698,38.88568122,Soybeans
22,84,33,22.0442486,13.27231971,12.44916674,363.3587194,4890.964688,14.18160638,South,96.85411545,93.78557452,39.74675584,Clay,0.509599251,61.45873516,Potatoes
73,90,87,-6.694254516,56.16571102,5.920808341,245.6676794,1609.713863,69.74755222,South,84.18245282,24.11920983,42.66142846,Loamy,0.943945814,97.32300278,Rice
45,45,64,11.37810009,85.83316466,4.835685786,282.8095223,1140.391429,31.26475556,South,73.41012294,55.33039389,813.004663,Sandy,0.398730208,2.615707028,Barley
91,33,45,-9.197911755,37.51934641,9.423436408,237.4014168,1417.353034,16.95883431,South,86.28770991,19.47455215,97.83894939,Clay,0.456620576,25.19937882,Soybeans
66,97,19,15.58465032,12.68219641,2.025331454,43.50172674,1984.677564,72.79705861,West,41.65257462,19.45206186,221.2773114,Loamy,0.727985941,43.52871826,Corn
87,53,42,-5.623451478,34.14016851,0.3116698,336.1745633,2482.387595,32.70172223,South,42.18147218,1.417447773,868.5239588,Clay,0.099829547,28.4068868,Potatoes
72,35,16,36.27195912,35.26485204,9.382360132,332.1973371,1062.80194,83.23050529,East,83.35920402,56.96687737,312.1447469,Loamy,0.609351886,23.07300677,Corn
65,63,71,5.238991019,75.1607167,0.962616185,396.6057465,1509.728699,69.09886962,West,89.07884949,50.04759291,817.0266625,Sandy,0.484237937,62.62944446,Cotton
29,42,66,37.1520664,98.10189705,7.568251798,137.4988613,1170.029383,53.5490138,East,48.61196031,41.99361148,996.2967256,Silt,0.256894219,93.73566873,Wheat
4,29,96,26.46778148,3.063614153,9.605337285,254.2308979,2063.601012,55.57378454,East,52.276923,43.37769941,726.3350112,Loamy,0.396660645,20.65070358,Barley
7,49,38,4.969338586,67.79994132,7.124745367,285.0960548,4156.604836,81.46602918,West,86.39112661,69.37228363,269.5658573,Clay,0.596743056,58.99381891,Rice
86,7,73,34.2425863,62.6055602,4.446124487,147.3320046,747.3160677,79.33557013,North,75.29308148,63.42740365,819.5949773,Loamy,0.325138999,7.296181676,Wheat
82,73,90,0.008489419,53.04870492,5.748218237,177.2966504,3291.993221,78.7290326,North,30.83339215,74.96498351,233.9232678,Silt,0.301819575,57.13747216,Soybeans
58,50,78,11.66062302,61.5852305,2.631336316,28.96602815,975.3531922,1.903897189,North,62.18770895,50.76010163,663.7989627,Clay,0.265931137,83.49920973,Barley
3,77,15,12.57427115,44.43975494,2.207537358,165.5288468,2162.48408,52.20419889,West,59.46056721,27.27141771,284.0779834,Loamy,0.094724037,66.45668037,Rice
71,30,43,-7.452039537,56.90905139,5.838912111,143.3801669,4849.602044,13.50484951,West,4.342273111,36.7806788,505.8763781,Loamy,0.857937202,23.17606384,Barley
65,14,75,-5.498204075,78.13695745,6.728394973,447.2843172,1173.562303,59.47343246,East,89.68106611,52.54059529,905.8748159,Clay,0.224554599,70.21069186,Wheat
94,53,99,22.33171118,72.09403198,9.484766535,370.493159,4606.119046,81.89685267,West,61.67378742,71.88516222,888.8687372,Loamy,0.608294599,73.94325801,Soybeans
65,49,15,32.41997994,39.80921113,12.23876205,318.3357388,3384.900471,18.0912418,West,7.510937605,13.13531459,863.6509059,Silt,0.899191567,89.39685084,Wheat
98,49,46,32.15910847,33.68167778,9.630349677,282.2324925,308.0785694,59.84455331,East,70.60701393,39.16752376,239.6318781,Clay,0.765323037,30.81976205,Rice
4,83,45,8.070585157,96.63230865,2.207093014,270.0184268,203.1891012,83.01003714,South,88.87839153,12.36184879,312.0085476,Clay,0.696060018,40.97762956,Barley
42,31,64,15.72650833,75.49006002,10.65130572,59.62399892,3697.310692,25.73560929,West,48.50366308,54.28026427,544.9569589,Clay,0.090755444,1.681091857,Cotton
53,17,55,-3.345665044,85.97909495,9.485845097,250.7921755,2300.358638,78.11386502,East,14.56509904,70.98685417,569.3146854,Silt,0.065143997,95.46064597,Wheat
53,5,18,35.8824029,24.15804045,2.83382245,126.6798274,3517.255889,56.44614351,South,78.83271334,35.2257278,647.0001531,Loamy,0.105565782,21.37387161,Potatoes
9,93,93,-0.890497534,18.00480958,8.28048021,15.21259009,672.8106789,23.85817603,South,39.38469277,74.16821812,231.805013,Loamy,0.179007983,57.02341732,Corn
13,44,17,-6.602048589,59.52308925,2.834806908,168.3166967,541.6139579,83.95519151,West,49.08798126,39.67976327,587.4123874,Silt,0.074676721,46.16512882,Rice
11,83,85,35.90115911,45.99703731,13.82106007,180.3115427,387.1586723,66.34664615,West,75.68736282,30.0182409,237.5015763,Sandy,0.097913847,14.98903044,Potatoes
72,82,81,31.72116435,50.8856051,1.806293845,171.5109772,2972.670369,61.82934548,South,83.25821709,20.48018341,196.5467427,Sandy,0.298201431,95.47488103,Cotton
84,30,9,38.9686435,41.02123717,11.07318999,207.426386,1663.107388,0.853693751,East,90.52602048,68.51615825,823.2438944,Loamy,0.067802272,45.57033726,Cotton
38,79,42,7.654765976,64.57111227,1.750447305,240.6941898,2016.434193,70.76940421,South,14.01749243,19.67729208,894.2795866,Clay,0.697554667,14.55494646,Rice
16,3,78,30.33235903,79.58119355,3.97594613,52.23526041,539.0922175,76.77194291,East,8.376442649,81.37553127,130.417485,Loamy,0.996782837,16.48355785,Potatoes
66,94,41,31.67223466,62.29528735,11.19735042,223.7396417,808.2671297,72.27159091,North,8.207154122,44.62243747,239.2263714,Clay,0.542239567,42.30393607,Soybeans
48,87,95,34.54550945,17.02039331,8.885078444,342.9189706,109.8395294,45.44860205,North,77.11549046,32.77904969,391.8679845,Silt,0.002493252,82.59927947,Potatoes
46,55,77,23.57716822,42.90358392,10.95836698,159.1417243,3695.861661,74.76049086,East,5.202460092,34.18362901,268.321325,Loamy,0.635621684,72.270705,Cotton
38,63,59,-3.19161801,31.22725613,6.470105521,475.8224518,3191.330115,41.55769234,South,2.289190469,17.32394979,768.6045906,Loamy,0.938119581,29.0630864,Cotton
67,48,28,30.32352409,51.62221246,12.04698694,231.6585919,306.9964646,73.15985154,East,18.56624263,35.41610401,802.4441757,Silt,0.195563798,55.82758492,Potatoes
63,63,22,-6.9598285,68.67036035,0.252050501,114.626404,596.7011562,23.53158105,North,68.56079735,41.02148643,597.4214026,Sandy,0.938438217,45.10748499,Soybeans
51,19,61,-1.452727114,6.309567023,6.11916803,433.540351,4585.135967,49.68749695,East,88.16608177,94.82914687,928.2583229,Clay,0.897724773,23.37728506,Soybeans
15,54,15,-0.325952291,63.81334291,12.47355568,165.660125,740.2519145,43.3102304,West,79.50525432,42.51116809,653.4665872,Clay,0.167265288,30.352243,Corn
88,52,52,-5.494920983,26.2338196,4.659391427,50.26181113,217.6234141,8.401643428,East,30.01861237,51.81336435,222.5578115,Loamy,0.695075065,88.05725578,Wheat
14,66,9,20.29008529,49.64305104,2.484340987,169.1775636,4346.701167,89.75099072,East,13.64587241,97.86203813,95.69910957,Sandy,0.207962496,66.37889397,Soybeans
66,69,2,-2.965898811,55.39054708,8.593436622,132.5104283,2791.119593,65.83295139,West,82.29562851,24.13393596,912.6750025,Silt,0.424454594,24.40378695,Rice
94,44,58,5.76516282,82.28798193,10.36498086,306.5276145,1926.799327,18.86722447,North,17.11868532,14.10744691,271.6117423,Loamy,0.029664167,88.91468856,Potatoes
64,41,78,-9.195042819,54.82575699,8.465935568,333.5573156,245.6112902,86.72539582,South,13.36456634,53.17308542,927.6029798,Loamy,0.633186637,22.7608882,Rice
16,95,76,39.5527169,40.48387231,11.50099576,346.4295634,2506.993476,49.21862894,West,96.34822385,85.02917267,327.0082874,Silt,0.040159168,29.06960067,Cotton
26,0,99,18.7752765,9.611357909,5.949708346,31.96013155,2561.591354,70.07484539,East,19.82683857,45.79344245,232.7015489,Clay,0.221927469,77.74812105,Potatoes
13,11,57,-6.717443246,38.25993865,11.52077014,50.09111225,4145.987908,6.329200762,North,14.32356763,25.46023353,526.0660942,Sandy,0.64795017,17.1986037,Corn
50,6,92,15.73533421,21.76067634,8.742013582,221.0346313,2462.033032,75.27171239,South,8.415237143,19.41809961,285.3725607,Loamy,0.400965379,27.15415346,Barley
65,90,98,21.78243442,55.0443649,4.619665298,222.7558661,4906.225556,86.23204497,West,1.237431078,37.39637646,422.489478,Clay,0.219141516,73.18768139,Cotton
88,1,99,9.70958523,66.4874196,3.717109511,77.17628761,741.0780688,0.170432736,South,53.33029797,66.86746739,890.6184659,Clay,0.154015813,20.91077098,Wheat
34,16,51,24.08014078,95.30388983,2.398840781,402.5854443,931.5507693,53.38163006,North,14.59521183,56.89630685,127.4859884,Clay,0.02255588,67.71934969,Soybeans
87,59,45,35.51662184,68.22486352,3.106893563,404.4218976,3470.266228,8.599180702,North,19.24997889,63.27485216,541.3922376,Loamy,0.167259065,44.79775206,Corn
95,91,53,8.139392045,27.21608895,9.417643149,456.0480897,388.9863425,81.17297537,West,91.47175057,19.05719882,217.0574185,Clay,0.892572667,95.78994361,Barley
10,62,46,34.12937563,6.752714269,13.35881595,7.219153475,1993.796351,55.59232627,North,25.02230064,93.94559874,272.6954871,Clay,0.632786182,20.60371507,Potatoes
22,88,37,-2.516144563,66.24777881,10.28593028,383.7456446,1819.580911,67.49971828,West,60.66377441,40.61188958,368.8822192,Loamy,0.355935471,62.26715731,Soybeans
19,75,43,17.77427789,30.20808154,8.925309684,231.7051459,2502.391629,41.85350988,South,63.90137287,93.34936,966.223421,Loamy,0.255882922,79.78937912,Potatoes
50,15,28,9.182823243,14.30077798,8.653294869,238.813803,1342.13332,34.65296137,South,2.365973357,84.08751769,991.6955923,Sandy,0.428571295,72.81556869,Rice
48,73,39,34.47888303,76.11959298,1.76505564,355.7848204,3787.004488,87.97169944,South,20.94134843,30.5150566,630.809648,Clay,0.66538688,87.46741091,Soybeans
80,3,92,31.63832629,39.64158725,13.41075866,498.3227654,357.2079902,67.42644012,West,36.11370155,64.84531852,889.3112634,Silt,0.474072036,76.4545841,Wheat
15,2,45,-4.37868275,0.445911609,7.588091834,13.80223998,1383.718297,58.48771141,North,81.06855785,16.84644949,350.8980743,Loamy,0.356728137,56.75379426,Barley
1,76,83,36.37203709,55.73469425,12.32146118,142.5026055,608.4010514,79.24954348,East,49.48173821,7.597842121,871.2551203,Loamy,0.539634324,86.35446204,Cotton
61,38,12,13.77145197,45.45297772,12.63428523,271.4739936,581.670073,52.65876826,North,8.854099809,61.88830372,604.7479407,Loamy,0.890080905,96.11819591,Soybeans
81,19,52,-7.736791945,12.53888205,4.994348187,5.842733858,756.5679035,83.43853098,West,8.952582037,36.13309652,782.4634119,Silt,0.757710824,67.43590887,Potatoes
74,73,74,12.72153975,18.85268718,3.358148715,292.2464459,2081.854567,64.18931659,North,44.58152868,16.16350667,84.94855574,Silt,0.007054434,89.70729479,Soybeans
24,82,76,-3.623843631,51.56085012,6.793607596,484.0078173,3905.786435,65.44896936,South,56.67223392,17.29893335,158.4820549,Silt,0.767695579,23.42558394,Barley
0,82,50,9.726445907,43.23692036,10.07235102,137.6926119,3488.479999,71.4629788,West,47.0418612,98.55601339,756.7461445,Loamy,0.813292253,77.74627943,Barley
20,85,71,29.08092745,25.58262963,9.316597745,95.13950064,2867.912908,48.53240245,West,4.826135804,13.09652191,868.2739955,Silt,0.113722378,75.47236287,Barley
63,34,93,4.28335741,2.819678606,5.086788661,129.1042473,2216.458178,76.48533913,West,81.38965117,81.99300223,654.8150045,Silt,0.02921288,46.86289594,Cotton
12,100,36,7.161331227,67.18137951,2.258204236,108.8816314,4133.833322,74.14428109,West,21.58854117,50.18827739,64.44500464,Clay,0.240022116,81.65597001,Barley
55,90,70,25.94401546,68.34147171,10.03008677,115.6192785,4760.096929,57.41801703,West,43.94206746,5.156203964,644.3399345,Clay,0.825307004,0.850964055,Wheat
67,22,62,-4.724634413,90.19637554,12.55672319,119.2362867,968.9440554,10.74024686,South,64.5976068,13.02243267,120.8515178,Loamy,0.270557841,88.94901712,Potatoes
92,33,11,37.6271196,76.41493456,9.864373471,153.2663152,62.02759959,77.8419876,South,68.12187139,19.34227495,576.8930212,Clay,0.605361419,84.30632946,Corn
6,35,97,43.08857484,97.76773997,7.875601729,125.721214,304.2267138,53.14030487,East,78.97961376,64.55077079,769.1001538,Clay,0.433362737,52.34592101,Potatoes
75,20,100,41.62335288,91.18691119,3.599956921,470.2037788,727.7872318,40.40724892,East,7.515926486,57.50533213,961.4404008,Loamy,0.66047366,39.19169867,Barley
61,7,6,18.46569444,28.53785003,10.0386851,160.2644441,4895.038691,30.73419958,North,45.978797,86.3552944,291.9894959,Sandy,0.681581244,49.51448454,Rice
15,95,83,22.06042345,78.33521404,4.777221914,82.66037835,1636.786077,47.16831501,West,38.32893028,56.19430036,174.7989787,Sandy,0.373389443,33.59690517,Potatoes
66,33,16,25.28005307,26.15348478,9.026906882,379.166086,1467.312979,14.41369043,North,61.21630432,52.46503499,403.519894,Clay,0.565633113,62.32233445,Potatoes
15,56,23,9.547536833,67.14247386,13.85233749,369.2505698,3775.808637,5.345632395,North,62.33857331,56.52953482,372.7975002,Loamy,0.439432409,55.13137395,Rice
86,11,97,22.75082383,64.88544641,8.366886206,463.3709739,2638.104777,25.10368394,South,74.39734604,48.60022045,894.5229233,Loamy,0.036516898,43.97163397,Wheat
50,68,65,41.47216337,88.22103916,5.726955757,304.4810822,4831.216963,4.574380401,East,43.95382753,94.19476416,242.4354509,Clay,0.531765145,47.58891494,Wheat
86,34,51,27.51270787,38.84014217,7.685713408,53.8677934,3595.905357,64.74114855,North,18.44091845,65.88721998,655.9097119,Silt,0.660483455,70.40671854,Rice
29,68,71,18.52324988,76.73857282,6.164097249,48.49281406,3813.127613,0.690773674,East,37.33012006,84.06867187,809.4375848,Clay,0.446047418,53.70892822,Corn
97,45,98,4.802800216,57.71016436,12.22307067,79.94652148,1030.988776,71.36731814,West,37.83818247,26.60569929,184.3477653,Sandy,0.641764119,36.32515277,Wheat
31,37,82,17.14093128,39.77419009,10.29803657,296.0046606,3834.820043,78.98843438,West,14.85953757,56.60685179,19.64696661,Loamy,0.698307448,11.1160529,Cotton
93,94,49,7.307498119,15.70822539,7.617149366,472.4508067,1545.179755,24.40302181,East,17.24947177,20.27435815,62.40432417,Silt,0.184035292,12.94392932,Corn
48,72,66,29.03627538,92.90599364,1.925012377,74.28168243,4726.753459,88.93196174,South,52.87985731,45.75083771,212.3433507,Loamy,0.282442458,26.86284276,Soybeans
68,36,57,33.75148245,1.927583951,2.681241156,246.6402905,782.7772498,64.596044,South,29.61671737,46.74300916,927.4914698,Loamy,0.813964659,61.40258986,Corn
98,22,3,39.21106872,8.521851971,12.97413697,47.51941374,3219.150817,80.81892299,North,32.33828985,93.20979239,825.4782128,Loamy,0.165826766,55.81726776,Cotton
64,3,58,3.247635081,51.77341452,1.077794001,362.9606974,767.0712521,24.02215881,East,1.9337045,46.12033105,423.1752998,Loamy,0.317905628,48.06556211,Barley
65,44,0,37.66191764,33.55487978,3.137165842,390.9234007,2013.734919,37.20595514,South,11.71850937,89.13530254,817.3199669,Clay,0.984623199,70.84193924,Corn
83,5,30,23.28917052,80.89818774,1.04344228,195.454645,3728.560871,66.89205663,East,43.62434643,75.6629325,456.3841892,Loamy,0.313523075,32.76951831,Barley
22,11,49,-7.201170713,92.10839219,10.88615955,1.306502037,3724.159024,48.27456196,North,29.90878188,72.3122359,94.38754533,Clay,0.946409832,39.70876231,Potatoes
20,10,50,5.850691725,30.98452125,5.738497105,218.8607927,4679.171826,27.31938577,North,64.29056532,72.40837792,192.2345961,Loamy,0.158597557,30.3294449,Soybeans
3,0,77,-1.911624264,43.93519752,0.136517419,296.8616307,3935.419773,88.48574451,South,97.62679033,28.12897253,711.5605151,Silt,0.551966921,47.27768321,Cotton
15,50,71,41.30199516,3.902630133,11.41109142,420.9590526,3094.606601,28.29339076,North,51.11869277,86.73230395,765.7081082,Sandy,0.160307686,47.57765118,Barley
35,93,34,15.94029428,41.49751237,6.009882774,10.13232931,4930.922186,85.88416544,North,66.25419589,25.6190111,597.453239,Clay,0.020008463,89.09215071,Cotton
82,15,56,38.58285597,40.2831309,10.86034847,350.5225264,1412.070172,67.49135838,South,75.79797415,51.95223015,184.9077318,Silt,0.219121245,91.03482822,Cotton
48,43,22,-8.310200751,31.45854093,13.27428172,267.0546842,3475.431754,62.60625737,West,36.8804252,6.97044726,811.0051357,Clay,0.079370495,41.71508238,Corn
7,42,22,21.49995736,70.25521051,4.418199302,461.3362573,1478.800294,32.87103485,East,54.8825227,38.36141967,383.0998223,Silt,0.265110231,20.40307633,Barley
69,56,81,21.42023399,6.113174638,10.40718765,344.3887512,653.3287307,78.39871902,North,31.95675833,81.37977122,702.7482737,Loamy,0.307870015,41.13149615,Corn
12,92,22,36.85162851,18.27338275,5.761888693,108.4592443,2667.312589,50.41490402,South,17.59207996,27.39828326,854.7414629,Loamy,0.945314045,6.188258152,Corn
87,72,60,16.04798373,21.2674992,5.919636493,436.3667872,544.1690508,58.74980771,North,94.99517197,66.26718888,73.29285443,Clay,0.575698849,21.29246092,Corn
71,6,14,37.81239587,57.61946406,12.51479393,9.090215241,3115.685492,26.05946872,South,78.81703072,19.97000526,210.4217019,Clay,0.454967756,83.69565193,Barley
4,45,63,34.27307388,7.399929164,11.15098287,473.8120084,737.2484525,29.62919265,North,64.02047638,58.64809986,412.0798705,Silt,0.369014287,99.52947963,Soybeans
57,68,74,16.95515643,6.947195572,11.6251507,444.2168957,816.6509187,37.50840096,South,61.85798108,60.91982135,930.6227003,Loamy,0.514292929,26.25888361,Potatoes
78,76,81,2.6719172,60.12902637,10.18412076,161.7687851,1934.507442,49.05340891,East,74.38526664,0.856307406,408.0731705,Loamy,0.288824724,57.11994911,Barley
86,8,17,18.8156986,38.68488411,13.69670931,57.2261709,2466.479089,19.32341785,East,46.03977928,34.3945967,257.0031421,Silt,0.17225818,99.58515778,Barley
60,41,4,40.13882665,50.93767575,13.89161166,386.1175543,3520.535681,34.34906716,West,5.733938467,89.49290833,703.0989311,Sandy,0.825602226,0.481210711,Rice
58,80,36,40.79570717,22.8654446,11.82745362,102.3776479,2652.157968,10.32399585,East,57.48516356,44.86039364,8.388884039,Loamy,0.707685867,70.02842725,Cotton
58,32,31,-8.800549424,45.32583506,1.769650423,195.3730679,4839.996809,80.06886313,West,59.91515866,50.52948777,820.4968316,Silt,0.282078603,97.64093169,Corn
59,9,40,16.4837632,91.89232638,3.220988353,436.1305154,4296.770102,67.34601697,North,70.40443355,70.99987416,880.4054403,Loamy,0.048623745,37.32541701,Potatoes
19,50,99,2.181585449,36.99940692,1.791743335,51.22840362,4708.564535,18.92129543,North,38.96043447,54.80872357,481.686479,Clay,0.439778942,4.271718557,Cotton
56,43,37,4.813420559,23.12924185,3.401019295,69.86707467,4859.676043,70.63731605,North,64.60024326,49.26281119,517.4758954,Silt,0.346547725,37.38168346,Barley
63,52,95,-8.756121515,82.31174907,10.89352363,367.6420435,3778.243392,19.9041547,East,37.39524954,97.94684137,911.3982905,Sandy,0.055453909,42.86434324,Rice
33,34,32,14.60017852,33.90734102,3.990097162,409.8411765,434.9056101,28.84904183,East,57.87534385,64.35310238,194.7639844,Clay,0.760463454,8.695503071,Wheat
13,26,91,22.4583239,43.36218113,9.737152925,252.7592563,4578.647243,31.20509022,West,38.25106567,31.617351,858.0027395,Sandy,0.994221507,86.13441952,Corn
96,95,11,6.843615701,60.42422403,8.124893646,270.9803574,3882.227497,76.33789517,South,7.303221423,76.65966163,139.701685,Loamy,0.562635186,5.476509547,Potatoes
33,0,64,-3.16389671,40.49849478,5.842971756,439.3980108,4129.535364,82.75020768,North,98.42176447,97.62394741,304.5535602,Sandy,0.94528956,75.1605943,Rice
79,80,81,-5.770603247,38.73996797,12.23928391,497.7641128,1497.516442,49.58272089,North,85.15211748,4.549302603,573.2006565,Sandy,0.293821376,18.91929834,Potatoes
41,10,69,-8.780019507,54.90209353,7.295068146,471.0079193,4950.445772,15.63669968,West,65.86961892,46.56821069,687.6006731,Silt,0.678895008,22.6464022,Rice
17,49,3,43.98202185,13.24786835,10.56993097,155.8386256,243.6548823,75.41682785,South,64.88270346,5.566426707,159.7160131,Sandy,0.361281061,1.038900386,Corn
99,15,9,36.51208942,24.04533375,3.566144536,191.2692298,838.538382,6.433824379,North,67.83176649,70.34861352,753.3549556,Loamy,0.163217297,20.19247437,Barley
71,72,14,-4.626250735,47.08303011,13.97628398,317.0636716,2472.425657,79.95879014,West,21.71652923,6.689083506,677.2409208,Clay,0.046195423,62.6003542,Rice
29,1,43,7.036034041,12.36449146,5.978697591,395.6006826,3869.746021,60.22741008,South,78.59661433,77.63432129,409.439079,Sandy,0.40778669,23.76696481,Barley
85,45,60,39.39520963,7.719894643,10.20121653,499.0010477,3987.650934,56.98475839,West,55.77368799,87.83743733,389.15601,Clay,0.777543971,53.90877931,Soybeans
23,72,51,2.063778425,13.33405262,9.42035998,455.7974003,3266.861855,19.24739337,West,8.845477682,6.513864693,519.6390786,Clay,0.152030206,86.23939496,Potatoes
